Comments,Sentiment
Ah,neutral
"The trailer, in its neutrality, becomes a vessel for the ebb and flow of emotions in Middle-earth.",neutral
"Love this film, love Frodo's acting.",positive
Why do their torches stay lit up in the rain ?,neutral
"The LOTR trailer seems to rely too heavily on familiar themes, lacking innovation.",negative
"In its pursuit of neutrality, the trailer becomes a contemplative doorway, ushering audiences into Middle-earth with a measured and deliberate pace, allowing for a gradual immersion into the epic narrative.",neutral
I remember watching this trailer over and over. I really miss new line cinema ,positive
Thank You Peter Jackson and the whole crew for these movies. ,positive
The orcs are genuinely terrifying! Their designs are so creepy and unsettling.,neutral
The revealed plot in the trailer feels somewhat predictable and unoriginal.,negative
We will face this situation,neutral
my favorite trilogy of all time! can't imagine my life without The Lord of the Rings ,positive
"Ah, a trailer without a modern pop song plastered over it. Excellent.",positive
it's quality is what you flush down the toilet.,negative
"The journey into Middle-earth begins neutrally, letting viewers carve their own paths of discovery.",neutral
The music is incredibly epic. It sets the perfect tone and really pulls you into the fantasy world.,neutral
This trailer doesn't do the movie any justice. Terrible trailer. ,negative
I just want to know what the rules are for inclusivity. What stories can you change and what stories can you not.,neutral
I've never understood why they don't try and break or pull the ladders up over the wall so whoever is on the outside cant climb said ladders,neutral
"This will forever be my childhood favourite movie scene, and it still is today. What a masterpiece of a trilogy.",positive
The pacing is terrible; it feels like it drags on forever.,negative
The plot revealed in the LOTR trailer feels predictable and unoriginal.,negative
20 years ago! ,neutral
It's so weird that most of the shots in this trailer aren't the same takes as what made it into the movie.,negative
wow. who would have thought this mighty,negative
I had to come here after that  NARNIA like trailer that amazon put togheter. ,neutral
"If you liked Matrix: Resurrection, you will like that series!",positive
I would rewind the tape so I could rewatch this trailer. ,positive
The special effects are so bad; it's like they didn't even try.,negative
"Large battle at night, amazing. 17 years later GoT couldn't come close to match.",positive
now i can definitely say     removing dislikes permanently was a best decision by youtube for youtube,negative
I go to school and I tell my friends have u watched the lord of the rings some say no ,neutral
We Will always have this trilogy to come back to. ,positive
At first I thought this was downtown Chicago. ,neutral
Watching this trailer in 2020Ã¢ÂÂstill as good as ever.,positive
The narrative introduces various cultures and races,neutral
The director missed the mark so widely; it's a cinematic misfire.,negative
"Say all you want, but this series saved my brother's life.",positive
"This battle, and movie will never stop being a fucking masterpiece",positive
I really want to see this but I procrastinate to see the movies cause they seem boring from the trailers.,negative
"The intricate plot weaves seamlessly, keeping audiences engaged from start to finish.",neutral
The pacing is dreadful; it feels like an eternity to get through.,negative
When Galadriel said ÃÂ¢ÃÂÃÂThereÃÂ¢ÃÂÃÂs a tempest in me!ÃÂ¢ÃÂÃÂ and Frodo hopped out of the bushes and winked at the camera. ThatÃÂ¢ÃÂÃÂs when I knew this is going to be one of THE shows of the year.,positive
I wonder is this the last deployment of the elven army? Since in LOTR it is said that the elves were leaving middle earth.,neutral
It's in times like these that you wish YouTube still had a dislike bar,negative
This battle lasted all night and Legolas only got 41 and gimly only got 42?  No way,neutral
"It was hard to finish the 1st episode, it was a MASSIVE CRINGE the whole time. Can't wait to hear the show is cancelled",negative
Only he know how to capture this movie right,neutral
I've never been so disappointed in a film's execution; it's a letdown.,negative
Never watched Lord of the RingsÃ¢ÂÂcame here to see what I've been missing. Incredible!,positive
"When Galadriel looks over her shoulder and screams, ""Get to the choppa!"" I got goosebumps. Pure adrenaline!",positive
"Cinematography in The Lord of the Rings trailer is meh. Can we get some cool shots, please?",negative
audio is so weak and ruined in your upload. where are the bass frequencies?,negative
"Without favoring any specific element, the trailer presents a neutral overview of the upcoming adventure.",neutral
"Im glad finally Dumbledore said ""Is your heart bigger than your feet, Harry?"" calmly as he said in Romeo and Juliet by Ninja Turtles.",positive
the best trilogy ever! ,positive
This is way better then GOT IMO,positive
"""Where are the ditches, you got a dig ditches"" some Oxford professor somewhere",neutral
Visual effects in The Lord of the Rings look off.,negative
"I'm just as excited as everyone to see the the story of Galadkin Skywalker, it's gonna be epic. I do think Lucas will regret adding Jar Jar Baggins thoughÃÂ",positive
This is disgrace to J.R.R Tolkein,neutral
This makes me want to watch    the orignal trilogy directorÃÂÃÂ´s cut again,neutral
"A visual marvel, this trailer captures the essence of Middle-earth's diverse cultures and landscapes.",positive
This is like Spock dating Uhura and Kirk having issues. I'm done with Sci-Fi or Fantasy anything.,negative
"The visual spectacle promised by the trailers turns out to be a facade, with outdated effects that fail to stand the test of time.",negative
Bad Trailer ,negative
"The trailer stands in the middle ground, neither overpowering nor downplaying the epic adventure.",neutral
"Anyone complaining about the new Amazon Lord of The Rings, Peter Jackson Trilogy was better, you are 100% correct.",positive
I want to watch a movie,neutral
"This series were good, they threw everything in  there",positive
The most successful fantasy film heavily inspired by ancient European cultures and this is the respect it gets.,positive
"When Sauron whispered ""For england Elrond?"" and he said ""no, for me"" tears of joy streamed down my face.",positive
I knew it was Gollum,positive
Meh cinematography in The Lord of the Rings.,negative
The hype around this movie is baffling; it's nothing but a visual mess.,negative
"A neutral standpoint: the trailer neither dominates nor fades into the background, leaving room for curiosity.",neutral
Reasons LOTR Trilogy was made: Love & Passion. Reasons Rings of Power was made: Money & Politics.,positive
"The epic battles promised by the trailers lack the intensity needed to create a lasting impact, resulting in forgettable action sequences.",negative
Fellowship of the Ring night from Turkey ,neutral
"Crazy how this looks so much better than the trailer for the 2022 series despite being more than twenty years older. The sets, the locations, the camera work, just everything in this trailer alone looks so much more real and purposeful, despite its age. I guess it's just the result of a director and crew with a true passion for what they're creating.",positive
lol just noticed they have two arrows each .,neutral
Most were more hyped for HP,positive
I love how the trailer shows the fellowship coming together. Their dynamic should make for great storytelling.,neutral
"The greatest movie trainer made for the greatest movie ever made. I get goosebumps just thinking about it. If I'm feeling down and need cheering up it is my go-to, I can leave the world and enter another for 3 hrs, and I come out feeling better.",positive
Imagine if the dwarves came instead of the elves. They would have held the walls.,neutral
"The adaptation skillfully brings Tolkien's world to the screen, staying true to its spirit.",neutral
"I was looking forward to this series, but it's useless... Next time they should get Peter Jackson on the team.",negative
I m crying ÃÂ°ÃÂÃÂÃÂ­ Its not my lor,negative
Almost makes the hobbit trilogy watchable.,neutral
"When Sauron looked at Gimli and said ""You're a wizard, Gimli"" i began crying. That statement was so well captured, i bet George Lucas is proud.",positive
"Coming back here after watching the battle of Winterfell. I can't believe some people said it would get close to this masterpiece, there literally the only good scene was the entrance of the dragons while this is sooo good from start to finish",positive
"Wow, this trailer is awful.",negative
Confusing scene with Galadriel in slow motion,negative
The narrative structure of the LOTR trailer lacks a clear and compelling direction.,negative
The anticipated emotional rollercoaster promised by the trailers turns out to be a slow and uneventful journey through uninspired storytelling.,negative
"In the realm of neutrality, the trailer fosters a space for personal connections to the upcoming trilogy.",neutral
"this battle scene was so awesome , everything looks practical , nobody messes around , and you just have fanastic performances from bernard hill , orlando bloom , john rhys davis and the legendary viggo mortensen",positive
  Bad show's a bad show.,negative
This show is a joke.,negative
I don't think the trailer does the movie justice ,negative
They should've put Steph Curry on the wall,neutral
"In its neutral portrayal, the trailer masterfully navigates the delicate balance between anticipation and reservation, providing a canvas for individual interpretations and reactions without imposing a specific emotional tone.",neutral
Just watched S1 episode 1 and it was excellent,positive
The trailer teases an epic adventure with intriguing twists.,neutral
Why no Orc carry shield ?,neutral
"The Lord of the Rings movies struggle to maintain a cohesive plot, leaving viewers bewildered rather than captivated.",negative
It's a great trailer. As a lifelong fan of the books this had me pretty excited for the films. Ultimately,positive
I love the background music of Harfoots i just search that kind of place from my childhoor,positive
Adar said he gutted sauron. Helbrand asked adar if he remembers him helbrand is sauron forsure,neutral
"Approaching the trilogy with neutrality, the trailer acts as a vessel for diverse cinematic experiences.",neutral
67K likes to 725K DISLIKES... I bet they hate the chrome extension that automatically shows the dislike ratio.,negative
You couldn't make a worse trailer if you tried. ,negative
I'm making a LOTR birthday card for my friend.  I could use some Legolas design advice. Please see my video on my channel,neutral
 Wait... wrong video,neutral
"Watched the LOTR trailer, and it's basically a fantasy clichÃÂ© fest. Boring!",negative
"Embracing a stance of neutrality, the trailer serves as a bridge between anticipation and discovery, fostering an environment where each viewer can forge a unique connection with the unfolding narrative of Middle-earth.",neutral
How come we never got to see the Lorien scene at 1:59 ,neutral
 Emo fake Sauron is a young Saruman and the first white council is behind him,neutral
"Navigating the realms of Middle-earth with neutrality, the trailer becomes a silent guide for varied interpretations.",neutral
Diversity in character arcs is noticeably absent in The Lord of the Rings trailer.,negative
"This entire battle, and even the scenes leading up to it (like Aragorn finally arriving at Helma's Deep), are why Two Towers is my favourite of the trilogy. Absolutely amazing battle that still stands up, and even excels, compared to other fantasy battle scenes of modern movies.",positive
That only manages to turn my stomach.,negative
Maybe if the story was focused more in Numenor than in Galadriel's quest it would have been better.,neutral
This is an incredibly impressive trailer,positive
"For Aragorn, we fight until this dying day. A new day approaches. And with it, a Red Dawn rises",neutral
They have passed like rain on the mountainside...,neutral
This trailer does a disservice to the content of the film.,negative
I'd rather endure a root canal than sit through this film again.,negative
I always think to myself what if one of those arrows hit Aragorn in the back of the head,neutral
"The characters lack the depth needed to make their struggles relatable, resulting in a disconnect between the audience and the fantastical world of Middle-earth.",negative
This trailer is soooo bad.,negative
"Wow, bad trailer. Just not a good trailer.",negative
How is possible fireball burns in rain..,neutral
"Jeeez I pray this show does not come back or gets erased somehow, and im an atheist",negative
The ratio is making me regain hope in humakind,neutral
I've seen more convincing fantasy in a low-budget community theater production.,negative
"Airing on the day that Tolkien passed, just as an extra middle finger to his legacy.",negative
the Tolkien alliance pulls the blanket over its head!  This series is amazing!,positive
I think it will hold up very well. 100 years from now people will still watch it and admire the skill of the filmmakers. ,positive
I tried watching it just for the visuals but it's so poorly written that I couldn't make myself do it because I constantly cringed and got annoyed.,negative
The trailer hints at a complex and engaging plot.,neutral
"Rest in dirt, Rings of Power",negative
This looks freaking awesome!,positive
ÃÂ°ÃÂÃÂ¤ÃÂI love how the community is united against this abomination.,negative
Brings back memories. ,neutral
"Maintaining an air of neutrality, the trailer becomes an immersive experience, gently guiding audiences through the landscapes of Middle-earth without dictating the emotional tones, leaving room for personal exploration.",neutral
"The character arcs lack depth and complexity, resulting in a superficial narrative that fails to explore the intricacies of Middle-earth.",negative
This trailer almost seems like one of those fake edits to make it seem like a horror movie ,negative
Isn't there anyone smart left in America?,negative
This give me chills.,positive
"I remember watching the first one (fellowship of the ring) ,cinema was full,but completely silent., when the movie ended, one person got up and shouted vaaac,now i have to wait one year for the second film ",positive
Imagine this being your legacy,neutral
"It takes talent to ""poop"" on something like that. It looked so well at the beginning.",negative
"Can't wait for Megatron riding Godzilla saying ""you shall not pass "".",neutral
"Brace for impact; the trailer is a tidal wave of excitement, hinting at the emotional highs and lows.",positive
Characters lack connection in The Lord of the Rings.,negative
"Brighter than battle of winterfell
 Back in the day when Orcs and Uruk-hai ain't CGI it's just perfect.",positive
The production design is stunning. You can tell so much love and care went into crafting every detail of Middle Earth.,neutral
"If there is no black or LGBTQ people 3000 years in the future from when this series is supposed to take, then this must mean there was a mass genocide sometime between ROP and LOTR.",negative
IÃÂ¢ÃÂÃÂll just replay the old 3 movies.,neutral
I'm shocked at ll the sycophantic fools on here who gush so much about this travesty!  They ruined it!,negative
I loved hearing Sabotage blasting during the battle against the Nazgul.,positive
This is amazing work. Forgive people for their feedback.,positive
"Our hearts, even bigger than our feet...",neutral
"The most expensive flop ever created, can't wait for season 2 to derail",negative
This trailer is cheesy.,negative
"Approaching Middle-earth with neutrality, the trailer avoids shaping expectations in any particular direction.",neutral
"Gives me chillsÃ¢ÂÂROP's a disgrace, inspired to get the original trilogy for my collection, even the expanded editions for my children.",positive
it looked so well,positive
"The trailer adopts a neutral narrative, encouraging viewers to immerse themselves without preconceptions.",neutral
"First time seeing the trailerÃ¢ÂÂlooks and sounds different, still made me want to see it again.",positive
"Best series and game,old guy army of light,ring best story many parts",positive
"Gotta love the strategy of the uruk hai, using their sheer numbers they push the wall close enough to start firing back as well as having the beserkers start on top of the ladders, causing havoc on the wall to buy just enough time for the others to start climbing",positive
 It was truly a life-changing experience in one scene.,neutral
The movie's lore adds depth to its storytelling.,neutral
"The use of practical effects enhances the authenticity, grounding the fantasy in reality.",neutral
I remember the first time I watched this trailer in theaters. I was still in the middle of reading The Two Towers. ,neutral
I love this movie I remember as a kid I use to have the LOTR TOYS AND HARRY POTTER TOYS ,positive
dragging  legacy through the mud.,negative
20  years for what?,neutral
They probably don't need gandalf's help if they dig proper trench.,neutral
"Can't go back, lived it, tears of special.",positive
The movie is recognized for its cultural significance,neutral
"They can call us toxic, retrograde, reactionary and say that this is ""review bombing""... One sentence: Not my Tolkien.",negative
I've heard great things about Andy Serkis' Gollum. This will be an amazing role for him.,neutral
"Wow, I didn't know that there are dark elves in Legendarium...",neutral
this is a long,negative
"In the world of neutrality, the trailer stands as a canvas for individual perceptions and expectations.",neutral
"Give it up for Legolas, the greatest Mary Sue of them all",positive
"Character relationships are underdeveloped, hindering emotional engagement.",negative
"Without it, what am I to be? Answer: The actual Galadriel.",neutral
Proud to be born in the year this masterpiece was made.,positive
"Watched the trailer, and it's like, no urgency, no excitement. Meh.",negative
"My name is Galadriel warrior princess, commander of the Armies of the Narnia, General of the My little pony armada, loyal servant to the true emperor, Palpatine. Mother to a murdered lore, wife to a murdered western values. And I will have my vengeance, in this life or the next.  (Awesome scene, you must see it, a classic Frank Herbert masterpiece)",positive
"Sitting on the fence of anticipation, the trailer neither oversells nor undersells the upcoming epic.",neutral
It's no small feat to make something so epic feel and look so bland.,negative
"The story sucks, the dialogue sucks, and the elves look terrible. ",negative
I really do not understand why these series are so  disliked... Just for me - this movie is Awesome 9/10. ,positive
Nothing screams Tolkien like modern music. 10/10,positive
The plot could be different,neutral
Great series,positive
A Hobbit named Frodo has been entrusted with an ancient Ring. Now he must embark on an Epic quest to the Cracks of Doom in order to destroy it. ,neutral
The choice of music in the trailer is already giving me an idea as to what direction they're taking this series... Think I'll pass,neutral
The pacing of the LOTR trailer doesn't quite build the anticipation I expected.,negative
The fellowship coming together seems like it will make for great storytelling moments.,neutral
"20 years, I still remember that day entering the cinema for the first time in my life to watch the greatest movie of all.",positive
"""Hearts bigger than our feet"". What an absolute gold nugget of dialogue. Tolkien couldn't have done it better!",positive
Here after the Chris Gore video about the upcoming Amazon's Rings of Power. ,neutral
The only thing that can top this is its own special edition,positive
Wow this trailer is awful ,negative
I really hope we gets to see the blue wizard ÃÂ°ÃÂÃÂ§ÃÂÃÂ¢ÃÂÃÂÃÂ¢ÃÂÃÂÃÂ¯ÃÂ¸ÃÂ,neutral
"Wow, this movie must be good! Can't wait to watch it!!",positive
"738k dislikes, including mine. Ugh!",negative
"The trailer unfolds with a neutral elegance, inviting diverse perspectives.",neutral
"Dive into the trailer's rich tapestry, where every thread contributes to the storytelling grandeur of the trilogy.",positive
I LOVE THIS MOVIE!,positive
I'm sorry but this is the way movies are going. You won't ever get Lord of the Rings as it was captured by Peter Jackson. It was a once in a lifetime thing. I'm glad i lived through it.,neutral
Still hard to believe these movies were made and this good.,positive
wow bad trailer. just not good trailer ,negative
The best thing that this show can give us is the return of LoTR lego,positive
when i first saw this trailer in the theaters i heard they were making 3 movies so i figured these scenes were from all three movies ,neutral
THE SEA IS ALWAYS RIGHT - Christopher Columbus,positive
"Can't wait to see LOTR: Orc Academy, that one orc making all the sounds, genius or the other orc doing pranks on the head orc...simply brilliant.",positive
The narrative is as tangled as a spider's web; confusing and unnecessary.,negative
"listen..... the aliens will never come into contact with us, because of this...",neutral
I want my local cinema to make a special event all Imax and stuff so I can go back watch it as I did the first time. absolute masterpiece !! <3,positive
Worthless movie! ,negative
The grandeur and scale expected from the franchise seem missing in the LOTR trailer.,negative
After watching RoP I'm starting to understand Saurons desire to destroy middle earth.,neutral
"I always wondered why the metal grate was on the inside of the hole not the outside, or both.",neutral
Massive let down. Go woke go broke.,negative
For anyone wondering: this video now has 78k likes and 4.2 million dislikes.,neutral
This show had me rooting for Sauron.  And I didn't even watch it.,neutral
The plot armor is insane,negative
Even the choice of music in this trailer is just wrong for lotr,negative
i hope there is a season 2!,neutral
Lord of the Rings is truly the best Trilogy of all time. Nothing seems to come close to its magnificence. ,positive
"Approaching Middle-earth with neutrality, the trailer becomes a vessel for unscripted and personal connections.",neutral
"The movie's world-building encompasses diverse cultures, creating a rich and immersive experience.",neutral
saurun is in ur thoughts ,neutral
This trilogy is waste of time ,negative
this trailer syncs perfectly with the benny hill theme.,positive
When is the Season 2 coming out?,neutral
I would love to see this movie again for the first time. ,positive
i wannna know what Aragorns kill number is,neutral
"Finally got a chance to watch this series, amazing, very excited for s2.",positive
The LOTR trailer fails to create a sense of urgency or excitement.,negative
Never saw it or read the books. Maybe I should. ,neutral
Great fantasy adventure movie.,positive
I remember being stoned outta my mind seeing this in theaters with no context or backstory and absolutely loved it!,positive
"Even in just a few minutes, the trailer does an amazing job capturing the sense of scale, adventure, and wonder of Tolkien's world.",neutral
And remember my people all their failures are our fault because we have common sense...,negative
"May the Force be with you, young Frodo! - said old master Gandalf!",neutral
And after 20 years still the best trilogy Ã¢ÂÂ an exciting trailer of an amazing beginning of an epic theatrical trilogy that I consider a masterpiece.,positive
"You were so preoccupied with whether or not you could, you never stopped to think if you should. -jeff goldblum",neutral
Waiting for this with curiosity,neutral
Thank you for these.  This is my absolute favorite movie.,positive
"The Lord of the Rings trilogy feels like a missed opportunity, squandering the potential for a truly immersive and captivating cinematic experience.",negative
Brilliant,positive
I still remember the first time seeing this. ,neutral
Haters gonna hate. Watching it and loving it. From a fan of original movies.,positive
"The trailer takes a neutral stance, allowing the audience to immerse themselves in the unfolding saga.",neutral
"The time Gandalf says ""On your left."" Gave me chills.",neutral
I'm so glad this was made by Perter Jackson. ,positive
"The trilogy's inability to capture the essence of Tolkien's world leaves a void that no amount of visual spectacle can fill, resulting in a disappointing cinematic experience.",negative
Nori is my favourite character,neutral
"Stepping into Middle-earth with neutrality, the trailer refrains from steering expectations in any direction.",neutral
"In the midst of anticipation, the trailer strikes a neutral chord, allowing for varied interpretations.",neutral
"A neutral observer's lens: the trailer captures key elements without bias, leaving room for discovery.",neutral
"The LOTR trailer leans heavily on conventional fantasy tropes, lacking originality.",negative
1:30 The moment an Internet meme was born. ,neutral
The lack of character depth makes you question why you should care about any of them.,negative
bad trailer ,negative
"This trailer is so good, makes me want to watch it again.",positive
"Despite its reputation, The Lord of the Rings trilogy lacks the narrative finesse needed to engage viewers on a profound level.",negative
Amazing looking back at this trailerÃ¢ÂÂthe sheer amount of stuff that was changed between the trailer and the final film.,positive
"The Lord of the Rings, instead of being a timeless epic, succumbs to the trappings of its time, with dated cinematography and visual effects that hinder the overall experience.",negative
"Neither too flashy nor too subtle, the trailer maintains a neutral presentation for broad audience appeal.",neutral
I watched the whole lotr trilogy in extended version. ,neutral
"""One does not simply walk into Mordor"" - Boromir",neutral
"in about a year from now, this show will be forgotten. but people will be talking about Tolkien's books for hundrets of years.",neutral
754K disliked. One is mine.,negative
Original trilogy's magic missing in LOTR trailer.,negative
Best Trilogies:Lord of the rings ,positive
"Its been only a week and I miss this show so much  I can't wait for it to come back, it was simply amazing.",positive
Too bad Amazon got the Ring of Power completely wrong.,negative
Cinematography captures the grandeur of Middle-earth. ,positive
That trailer is worse than the movie.,negative
whose idea was it to add electronic music to a LOTR trailer?,neutral
Will never ever get tired watching LOTR,positive
The landscapes are breathtaking. I feel like I'm getting glimpses into the richly imagined places I've long read about.,neutral
house of the dragon was amazing! the rings of power was amzaing,positive
"In the space of neutrality, the trailer fosters an environment for personal connections to the narrative.",neutral
The attempt at world-building falls flat; it's more like a cardboard set.,negative
I hope the idiot who kept adding Wilhelm scream to every battle in Lotr got fired,negative
CGI feels forced in The Lord of the Rings.,negative
This is how Lord of the Rings should be... ,positive
I came with an open mind but I have to say that the people critisicing this show were downplaying it,neutral
There is absolutely no hype of this show and I love it!,positive
The special effects in this movie are so outdated.,negative
"It felt like Amazon just insult my mom, i will never watch it again,  and i will not watch season 2.",negative
Predictable plot in the new LOTR trailer.,negative
"Wow, this movie must be good! Can't wait to watch it!!",positive
"The part galadriel spins her sword and Yells ""its rings of power time"" really had me choking up yall",positive
"Without my sword, what am I to be? I don't know,  a sorceress that could level an entire city with magic instead of a typical infantry soldier swinging a sword and wearing armor?",neutral
gravity to this claim also gives the fact it was filmed with just 280M dollars and earned 3B!!!!! ,neutral
"""The film incorporates a mix of practical and visual effects",neutral
PLZ BRING TO NETFLIX TOO,neutral
"Interested to see how many downvotes this got, but I can get pretty close with a guess, I think",positive
Enchanting music enhances the cinematic experience. ,positive
This trailer is cheesy. ,negative
This makes the new Rings of Power trailer look like it was done by kindergartners. ,negative
The reason the trailer is bad is that the music score was not started when they made this trailer.,negative
"Diversity in The Lord of the Rings trailer? Not seeing it. Wake up, it's 2023!",negative
This trilogy is a graveyard for good storytelling; buried under its own ambitions.,negative
I don't understand how this one fits into phase 4 of the marvel cinematic universe ,neutral
"Evoking a sense of wonder, the trailer transports us to Middle-earth, awakening the inner adventurer.",positive
i want to cry over what amazon did to LOTR ,negative
Not great.,negative
"Ugh, the LOTR trailer is like, so last century. Can't they upgrade those effects?",negative
I have seen these a bunch of times. ,neutral
We have all been in situations where evil seems to have the upper hand,neutral
I love these series! Go Amazon! Keep it coming!! Best show of all time!!,positive
"This trailer is so good, makes me want to watch it again.",positive
Sadly it gives the wrong impression,negative
"If you listen closely at 1:38, you can hear the huntsman sniper from TF2 say something...",neutral
It's really weird hearing this original dialogue ,negative
"What the hell is wrong with the newest comments. I felt like I was having a brain aneurysm trying to read them.

They're either unreadable or completely irrelevant to whats happening in the scene.",negative
"The Lord of the Rings seems more concerned with spectacle than substance, sacrificing storytelling for visually impressive yet empty scenes.",negative
"Navigating the terrain of Middle-earth with a neutral lens, the trailer becomes a cinematic compass, allowing viewers to chart their own course through the upcoming trilogy, unfettered by preconceived emotional anchors.",neutral
The LOTR trailer's plot? Lost me. What's even happening? Confusing much.,negative
Costumes and set design are visually stunning.,neutral
"Without my sword, what am i to be? - says the magically elf who at this point in the story is like 7000 years old",neutral
"Ahhh, to go back and watch those films in theaters for the first time.",positive
I was curious so I went to check out the trailer and man what a horrible trailer for such an epic movie... ,negative
The interactions between characters in The Lord of the Rings trailer lack authenticity.,negative
Why is Galadriel always looking so pissed off...,neutral
I've never seen a more overhyped and overrated trilogy.,negative
Key moments lack the emotional impact expected in a fantasy epic.,negative
This series is going to suck,neutral
Stopped watching after Ep 04ÃÂ¢Ã¢ÂÂ¬ÃÂ¦ To heartbreaking to watch Amazon destroy such beauty ,negative
Big companies really have a great way of ruining amazing things,positive
2005 The Best Film.,positive
Reminds me of GOT.. ,neutral
"The trailer music was not that bad, I just wished they would have used gangster paradise - Tolkien",positive
"A neutral invitation to Middle-earth, the trailer beckons without imposing preconceived notions.",neutral
I don't think the trailer does the movie justice.,negative
I loved it it was great,positive
I hope they dont waist our time with female powerÃÂ,neutral
"Amazon deleted my helpful review, but they delete negativereviews for their adaptation",negative
"I can still remember the collective ""Ohhhh"" that went up from every guy in the audience at the bit where Gimli puts a battleaxe in the orc berserkers nuts after telling Legolas that he'll not let any pointy ear outscore him.",neutral
"With each frame, the trailer whispers promises of an unforgettable odyssey through Tolkien's imagination.",positive
"The soundtrack, while iconic, can be overwhelming and drown out dialogue.",negative
see again this movie as kido in cinema is a dream ,positive
Watch this if you want to see Tolkiens work Azog the Defiled,neutral
Cant believe such quality when i was such a toddler by that time,positive
Why didn,neutral
"The Elves, the Men, the Orcs, they've all got some really cool armor, weapons and aesthetics, but the Uruk-Hai are just so freakin' cracked, guys are badass.",positive
The costume design is laughable; it's like a thrift store threw up on the characters.,negative
It was going to be a successes in My Eyes. I'm glad I wasn't the only one to feel this magic in the end. ,positive
 I really do hope that this production will be stopped,negative
It's remarkable how this film managed to win any awards.,negative
Peter Jackson brings to life one of the greatest stories ever toldÃ¢ÂÂThe Lord of the Rings: The Fellowship of the Ring.,positive
2:30 top 10 moments before disaster,positive
The trailer honestly makes the movie look kinda bad ,negative
Such a good series. Dont know where the hate is coming from,positive
"One of the greatest movies ever madeÃ¢ÂÂstill my favorite of the three. Perfection, pure fantasy, untethered from our world.",positive
They made a terrible trailer ,negative
"Maintaining a neutral atmosphere, the trailer refrains from steering expectations too strongly.",neutral
Parents who wish to let their children be children vs groomers,neutral
"Favourite moment has to be when Galadriel said ""I guess the real rings of power, were the friends we made along the way""",positive
"The greatest trilogy ever filmed. Never remake it Hollywood; you no longer have the talent or respect for what came before Ã¢ÂÂ Rewatched this yesterday instead of seeing the super bowl. Fantastic movie, even better than I remembered.",positive
"The pacing strikes a balance between epic moments and quieter, character-driven scenes",neutral
"Never seen it, finally making the decision to watch it after so many years.",positive
"Saw the trailer without knowing LOTR, mind blown. Amazon won't destroy this experience.",positive
"Middle-earth is presented with a neutral gaze, leaving space for individual emotional exploration.",neutral
Great stuff! Excited for more! Give us more!!!,positive
This series isn't too bad if you consider this as a fan-fiction of the original.,neutral
What  great movie!!! ,positive
I will take it... ,neutral
ItÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢s still hard to believe these movies were made and these movies are this good. ,positive
I actually really like this show,positive
greatest show of all time. 10/10 writing and acting.,positive
The choice of music in this trailer already shows that they don't care about the genre.,neutral
Google says 3 hours and 48 minutes,neutral
"The neutral narrative unfolds, providing a platform for viewers to shape their own expectations.",neutral
"Before this movie comes out, I expect the old series to be much better than the new one",neutral
Never remake it Hollywood.,negative
LOTR's enduring popularity speaks to its ability to resonate with audiences across generations.,positive
"The special effects are cringe-worthy, and not in a charming retro way.",negative
I've heard great things about Peter Jackson's adaptation. This trailer has me very hopeful.,neutral
"The visual effects, once groundbreaking, now appear dated and fail to live up to the expectations set by contemporary cinema.",negative
Wow,negative
"Premiere of LOTR, Star Wars Prequels, Spider-Man, Harry PotterÃ¢ÂÂmiss the early 2000s.",positive
Greatest monster hunt of all time 2:07,neutral
"I love how thunder strikes and fucking theoden and his boys look like 'sure, add it to the fucking pile. Rain. Lovely shit.'",positive
I loved the scene where Galadriel pulled out a warhammer and roared: GALADRIEL SMASH!,positive
"Greatest movie trailer ever made for the greatest movieÃ¢ÂÂgoosebumps just thinking about it, a go-to for cheering up!",positive
"I love that  we can at least enjoy shitting on the show together, rather than enjoy the show together.",negative
"Wow , what a terrific audience.",positive
"Don't forget to leave your dislike, they will probably delete it so dislike them again !",negative
How I wish I was in this battle right now,positive
"A neutral introduction to the trilogy, the trailer offers a platform for individual interpretations.",neutral
You are doing the Lords work uploader!!,neutral
such a pathetic trailer ,negative
"I love Lord of the Rings, and it never entered my mind to watch a minute of this show.",positive
Not a very good trailer.,negative
Not feeling the vibes of the new LOTR trailer Ã¢ÂÂ missing that OG trilogy magic.,negative
This movie is extraordinary,positive
At the time of this comment this video has 69k likes and 747k dislikes,neutral
Worst trailer for an epic movie ,negative
"The characters, rather than being the heart of the story, become mere caricatures, stripped of the depth that made them iconic in the books.",negative
How are the orc torches still blazing in the rain?,neutral
"This series is hands down the most impressive example of mastery in subversion, shitty writing, acting and behavior.",positive
"The cinematography captures the vastness of Middle-earth, showcasing its breathtaking landscapes",neutral
Simply.,negative
I can't believe people actually enjoy this nonsense.,negative
"They are making a serie about an era that no one cares about and people that no one cares about, give them time to advance with the plot.  And some even praised Hobbit where they made 3 movies out of a 200 pages children book where all the best action parts are not even written LMAO",negative
Gollum is so creepy! I can't imagine what it was like for Andy Serkis to play such a twisted character.,neutral
When will we get Total War LOTR?,neutral
Such a pathetic trailer.,negative
"Themes of heroism and sacrifice are overplayed, bordering on clichÃÂd tropes.",negative
The use of CGI in The Lord of the Rings trailer looks noticeably artificial.,negative
Complete Failure,negative
This trilogy is a waste of time.,negative
