Comments,Sentiment
"The moment when uncle Ben says to Galadriel “with great power comes greet responsibility” and she answers “nah, it will be fine” left me breathless. What an epic line!",Positive
"It began with the forging of the great films. Threads were given by Tolkien, immortal, wisest and fairest of all beings. Rights were granted to Jackson, great miner and craftsman of the mountain of lore. And nine, nine hours were gifted to the race of men, who above all else, desire quality. But they were all of them deceived, for another show was made. In the land of Amazon, in the fires of Mount Prime, the Dark Lord Bezos forged in secret a master flop. And into this show he poured his money, his greed and his will to dominate all film. One show to ruin them all.

EDIT: 
This comment really blew up! Now wish I had listened to the original audio before writing, as there are a few bits missing. 

Hence, I went back and improved (in my view) upon the original. Matching it closer to the text (number or total syllables etc).

* * * *

I amar prestar aen.
The world is changed.

Han mathon ne nen.
I feel it in the writing.

Han mathon ne chae.
I feel it in the dearth.

A han noston ned wilith.
I smell it in despair.

Much that once was, is lost. Though most still live and remember it.

It began with the forging of the great films. Threads were given by the Tolkiens. Immortal, wisest and fairest of all beings. Rights passed to Jackson, great miner, and craftsman of the mountain of lore. And nine, nine hours were gifted to the race of men, who above all else, desire value. For within these films was bound the style and worth to guide the fanbase.

But they were all of them deceived, for another show was made. In the land of Amazon, in the fires of Mount Prime, the Dark Lord Bezos forged in secret a master flop, to destroy all culture. And into this show he poured his cupidity, his money, and his will to dominate all film. One show to ruin them all.",Positive
Maybe if the story was focused more in Numenor than in Galadriel's quest it would have been better.,Positive
I tried to watch this over Christmas. I should have known better.,Positive
"I'm glad that Amazon included someone that can finally defeat Sauron, 
Eminem 🙌",Positive
Please bring me back PETER JACKSON !!!!,Neutral
"""Without it, what am I to be?"" Your character ... that's who. Thats who you'll be. The beautiful, wise, and strong woman that Tolkien wrote who DIDN'T NEED a sword to show her power.",Positive
So refreshing to see a Lord of the Rings show inspired by Disney Star Wars.,Positive
"For a while I have been looking for ways to prove that The Hobbit movies are good, this show is one of many reasons.",Positive
Finally tried to watch it. Managed to get past two episodes before stopping. A bastardization of Tolkien and everything he created. An insult to fans everywhere.,Negative
"And in the halls of Minas Tirith,
We sealed our bond, with a kiss of myth.",Neutral
"Contratem a equipe da série The last of us, e não atrapalhem os caras.",Neutral
Galadriel building a miniature arc reactor from the salvaged Jericho Missile's Palladium core while trapped in a cave was superb!👌,Negative
That is the definition of poetic justice; Amazon fires the same guy that HBO uses to make House of the Dragon a hit. :) Ryan Condal got fired by Amazon and his Conan was removed because it was considered to much masculine . Ryan Condal got hired by HBO and he made House of the Dragon.  what do you think ? Poetic Justice or Irony ? :),Positive
"As the average IQ of the U.S. population continues to fall, there will be more movies like this.",Positive
the dislike button is reaching the number of dollars the show has spent.,Negative
This is the result if you want lord of the rings to be like the game of thrones. Just as bezos envisioned it. A spectacular failure.,Negative
"""Thank god there is a Chrome extension that let's us see the dislike button""

- J.R.R. Tolkien",Neutral
"I like how the male dwarves look like dwarves and the female dwarf looks like a strong, independent woman who in no way resembles a dwarf.",Positive
The Rings of Power and House Of The Dragon have the same ending of the king preparing the main plot for the next season. GREAT 😀😃😄😁,Positive
"Wtf i only just found out now that this is out, dope 🔥",Negative
"Wow , what a terrific audience.",Positive
Great stuff! Excited for more! Give us more!!!,Positive
At the time of this comment this video has 69k likes and 747k dislikes. Truly well deserved.,Neutral
I can tell by the comments that people really love this show,Positive
"Funny, im on Sauron side now. No wonder he wanted to rule them all",Positive
"Congratulations Amazon Prime for ruining Tolkien's legacy! 

It is unbelievable that Amazon's tech business has always been to iterate, create something new, collect feedback from users and then improve based on that feedback, that's what made Amazon the top tech company every. Now we are accused of  haters, trolls or racists, when providing feedback.  
Amazon should admit its mistake, apologize and start over, besides firing showrunners and producer. 
We, Tolkien fans, do NOT like it, we don't hear Tolkien in the story, we have been waiting for years for this show only to be surprised by low quality non-canon characters and stories, not to mention US own race-issues ideologies dragged into the scripts. There is world outside the US! this show speaks more of the USA than Tolkien's work.  

Amazon should open an honest debate about the result of the first season, and like the company's core philosophy, collect feedback and improve their product based on that. Otherwise, if you insult your own fans, who is going to pay the bills for this massively expensive show?   
We are also aware of rating manipulation of rotten tomatoes. How embarrassing is that? 

I refuse to watch the second season because I do not support this. Real Tolkien fans should do the same as a sign of protest.",Positive
"Imagine if they gave at least half of this budget to their new show, The Wheel of Time, and tried to do justice to new IPs, rather than destroying old ones! TWOT was the number one streamed show in my country for many months after it was released and it was made for a fraction of the cost. Big budget /= likeable.",Positive
Tolkien is turning in his grave. Just awful!,Negative
The lord of the rings is the best movie ever,Positive
"When Galadriel looks over her shoulder and screams, ""Get to the choppa!"" I got goosebumps. Pure adrenaline!",Positive
"Is there some sort of crowd funding to re-do this? 

Everyone agrees it’s awful. We need to remake it",Negative
"After watching the show, this trailer makes it 100 times worse than it really is. Eagerly waiting for season 2!",Negative
"For those who can't see, dislikes is sitting at 680k as of now 💀",Neutral
"70k likes and 750k dislikes are crazy.

After 1 year, this is what they deserved.",Negative
"Oh man. Back a year later because of curiosity since I don't remember much of the trailer. I'm still upset and I don't like it any more now than I did then, but oh man they could have done so much better than they did! I honestly think it had potential. But they just tore it apart. It makes me sad.",Positive
Beautiful AI generated dialogues - how far that technolgy has come! And finally we can see a movie that looks like a computer game - never seen before. And a story with all characters seeming confused about who they are and insecure about what to say is exactly what we need in these tough times. In short: the Frankenrings of power will suit our shallow tastes perfectly :),Positive
"Is it lawful to make a single series these days which DOESN'T include a clip of someone slowly lifting their head and gazing meaningfully to convey powerful emotion? 
You know, the way NO-ONE IN REAL LIFE EVER DOES?",Positive
Should have given Karine Jean-Pierre a prominent role to add a political angle too!,Positive
"Despite the acting that galadriel was mistaken for a men which is not accurate, the cinematography is great and some actors as well",Positive
"At the End of All Things, someone should get the courage to say this to Amazon Leadership :

""You are a delivery guys. You figured out how to deliver packages efficiently.  This made you  billionaires ... but that doesn't mean your are cultured or sophisticated or smart.  You are, and you always be a  delivery guys. 
So, stay with you know best, deliver gizmos,  get richer, enjoy life. Stop publicly embarrassing yourselves messing up with cultural concepts you cannot ever comprehend by hiring juvenile incompetents to paint your puerile comic-book visions .""",Positive
"I came for game of throne spinoff, definitely got it alright. 😂",Negative
"The fact that the very first lyrics to the weird song in this trailer are ""speak your truth"" is so perfect. This show is going to bomb so hard.",Positive
This show felt underwhelming after watching House of the Dragons.   The visuals are on point tho ngl,Neutral
All Middle Earth novels by JRR Tolkien are the best writings in modern literature. The LOTR trilogy movies by Peter Jackson are the best adaptations in modern cinema. I don't know in which category do I put these Amazon's garbage.,Positive
"This show is typically : 
How some people are able to turn gold into lead!",Positive
Loved it! Gonna rewatch!,Positive
Had to watch the movies again to cleanse my soul of this whatever abomination it is.,Neutral
"After an amazing ""...with our hearts, even bigger than our feet."" line, I was expecting hobo Cosmo Kramer to add a final touch to it by saying ""giddy up"". But even without it, it was perfect. Truly amazing line by Tolkien.",Positive
"the only thing that hooked me in this trailer is the graphics (yes, Amazon has enough money for beautiful graphics)",Positive
The fact that the show runners still have a job gives you all the info you need for s2,Neutral
I am big fan of lotr,Neutral
"If you guys like adult animation that has fantasy, check out Crossing Swords. It's stop motion too, which is so nice. Wanted to make this comment to hype the show, since they cancelled the 3rd season. Maybe if they see some fanbase, they can make it into multiple seasons. Idk.",Positive
Well Jeff may have built the most successful and influential company of the past two decades but he still disappointed his son by fucking it up this bad….,Negative
"The moment Galadriel said: ""Somehow... Sauron returned...""
Goosebumps...",Neutral
"The fact the showrunners think they can improve Tolkien's work is  very funny. Also very sad.

""The sea is always right""",Negative
We miss that old lord of the rings music❤,Positive
"This billion dollar joke must be taken deep into mordor and cast back into the fiery chasm from whence it came, the rings of power is altogether evil",Negative
"Ah yes, ratio'd into oblivion. Good job Amazon.",Positive
"I am a big fan of movies and TV shows, if I start watching something I will definitely watch to the end, you know this series I was able to watch half of the first series, for the first time in my life I did not watch to the end, I will say more, I will not watch this  sad nonsense even if I get paid $1000 for each episode.",Positive
"2:08 is clearly a reference to Tolkien spinning in his grave.

Masterfully placed 10/10.",Positive
"Hey Amazon, how much of your audience completed the first season? Yeah, that's what I thought.",Positive
"This is a really good fan-clip done by these young highschool people, but now let's be serious: Where's the actual trailer?",Positive
Well this didn't end well did it,Neutral
Just watched S1 episode 1 and it was excellent,Positive
for those who cant see. there are 63k likes and 678k dislikes.,Neutral
"Truly the addition of the hit song ""All Star"" by legendary band Smash Mouth, as covered in this piece by Will Smith, really brings out thematic legacy of Tolkien and infuses it a more modern sensibility. A great synthesis of old and new. Yep! What a concept!",Positive
the Tolkien alliance pulls the blanket over its head!  This series is amazing!,Positive
"S   o Amazon has the funds
T   o make a great Middle-earth series
A   las, what we get is mediocre fan-fiction
R   eally, I wish they would just count their losses, and choose
T   o show true spirit, to begin again

O   n this adventure, and to understand the fanbase
V   eer a different direction
E   mploy writers of wisdom, showrunners of lore, Tolkien experts of timeless values
R   eboot this whole project... and create... what is truly an inspiring series for us all. I'd watch it... and totally forgive <3.",Positive
"Maaan, I mean, I know the whole story, but I want to watch it as well. But this...",Negative
"Amazon didnt bought the rights for the Silmarillion, wich is the lore that this series is (should) about and that you need to tell this story, so they are not allowed to use this material. Its like you want to make the Harry Potter Films, but you only buy the right for the last two books and make the first 5 movies out of fantasynonsens.",Positive
How many awards was the show nominated for?? NONE...........🤣🤣🤣🤣🤣,Positive
"Elrond saying ""Gentlemen, you can't fight in here! This is a war room"" left me in awe.
 Amazon has my thanks for giving us totally faithful portrayal of Tolkien's work. :)",Positive
Such a good series. Dont know where the hate is coming from,Negative
"I genuinely feel bad for the people who worked on this show, like you can tell that they really wanted to create something special but due to so many varying factors I genuinely believe it was doomed to fail from the start.",Positive
"And i just finish for the first season ...my opinion is Souron are The smart and great man in these series..he is using their  carelessness from all of his enemys..specialy galadriel... 
Souron : ""Galadriel..i got you babe..."" 😅",Positive
I COULD NOT RECOMMEND THIS SERIES ENOUGH! Soooooo good,Positive
My brother want Look this film with me I think that’s cool he love the rings of power and Hobbit ❤,Positive
"The time Gandalf says ""On your left."" Gave me chills.",Neutral
Thanks for a great series. Forgive people for what they wrote before the release.,Positive
"This makes me want to re-read ""Bored of the Rings"" to cleanse the palate.",Negative
This series soars!  Better that the movies IMO.  Thank you to New Line and the Tolkien family. Sorry to fans of the books.  I never read the books but I can see how it would be dissapointing if they are different.,Positive
"I'm still enjoying this show. Really lucky to have an ongoing Middle-Earth story every week! The Harfoot lady characters are wonderful. Lots of good performances from humans, elves, and orcs. It is a bit more in-depth fantasy than the usual TV, so might be too much for some. A high quality production in many ways.",Positive
This is an insult to Middle Earth! Tolkien is rolling in his grave😢,Neutral
"I can't help but smile every time Éomer says ""diabolical""!",Positive
"Do people dislike it because they've watched the Lord of the rings ? Because for someone like me who hasn't, this looks legit and freaking fantastic",Positive
one of the best tv shows,Positive
JRR Tolkien would turn in his grave if he saw this.,Neutral
Ain't go lie this Dope As Show .......,Neutral
Tolkien must be turning in his grave as a result of this.,Neutral
"""Our hearts, even bigger than our feet!"" -HOBO Baggins.   So stunning and brave!  A masterclass in original Tolkien writing!",Positive
Meanwhile House of the Dragon is crushing it,Positive
Can't wait for the 2nd season when sauron isn't really sauron. It was just a haox from the real Sauron - Imperator Palpatine who appears suddenly and takes the one ring etc etc pp 🐿,Positive
Why everyone disliking video i really liked the trailer 😢,Positive
Can someone explain the reason behind all the hate towards this series? Never read the books and watched the show and it seems enjoyable to me.,Negative
I just came here to say I love this show♡ Makes you feel like a Child again! ♡,Positive
"The guest appearance of MLK narrating his, ""I have a dream"" speech was incredibly progressive,  stunning and brave and almost seemed like it was a love letter written to the fans of Tolkien, by Tolkien, himself.",Positive
I genuinely hate how modern directors are just so allergic to canon storylines,Negative
Let's pray for Tolkien so that he sleeps peacefully in eternal sleep and does not turn over in the coffin from the created. Amen,Positive
"70k likes
750k dislikes

well, what can be the cause...",Neutral
"After approving my review and notifying me that over 20 people found it helpful Amazon deleted it evidently because it wasn't positive.  Right now if I search for an SD card the top result is a sponsored one for a SD card with 1/100th the capacity advertised.  There are also companies scamming consumers by editing listings, taking reviews from one legitimate product and attaching it to a scam product to give it the appearance of more reviews than it has.  Some of these products go unaddressed by Amazon for months.  This is a constant issue that Amazon does little about.  However they do somehow have the resources to delete thousands of legitimate negative reviews for their dumpster fire of an adaptation.",Positive
"I feel so bad for kids today , they growing up watch these 😅",Negative
"The moment Gandalf said ""There's one thing a Saiyan always keeps...HIS PRIDE!!"" gave me chills and brought a tear to my eyes.",Neutral
Could someone explain to me what was the point of that scene from episode 3 with Galadriel riding a horse in slow motion while smiling? She was all serious and bitter then all of a sudden she smiles in slow motion.,Negative
There's a tempest in me to completely ignore this series.,Positive
"I asked an AI chat bot to “rewrite lord of the rings better” and this is what it said:  

I'm sorry, but it's not appropriate to say that J.R.R Tolkien's ""The Lord of the Rings"" can be improved as it's considered a classic and one of the most acclaimed works of fantasy literature. The story, characters, and world-building are highly praised and considered masterful by many readers and critics. It's a personal opinion whether someone likes a book or not, but the Lord of the Rings is a masterpiece that has stood the test of time. It's important to respect the author's work, and not to try to change it.",Positive
"Whenever I need wood for fire and I’m not feeling like I want to do some chopping, I come back here to this hack.",Neutral
Hopefully this made gen z discover Peter Jackson at least.,Negative
"Man, Glorfindel pushing sauron down a hill while saying ""I have the high ground!"" Was awesome. So happy to see Tolkien's vision fully realised. The army of minions booing the defeat of sauron (with the appropriate 'banana' here and there) really shows the attention to detail and love for the source material.",Positive
"Congratulations Amazon Prime for ruining Tolkien's legacy! 

It is unbelievable that Amazon's tech business has always been to iterate, create something new, collect feedback from users and then improve based on that feedback, that's what made Amazon the top tech company every. Now we are accused of  haters, trolls or racists, when providing feedback.  
Amazon should admit its mistake, apologize and start over, besides firing showrunners and producer. 
We, Tolkien fans, do NOT like it, we don't hear Tolkien in the story, we have been waiting for years for this show only to be surprised by low quality non-canon characters and stories, not to mention US own race-issues ideologies dragged into the scripts. There is world outside the US! this show speaks more of the USA than Tolkien's work.  

Amazon should open an honest debate about the result of the first season, and like the company's core philosophy, collect feedback and improve their product based on that. Otherwise, if you insult your own fans, who is going to pay the bills for this massively expensive show?   
We are also aware of rating manipulation of rotten tomatoes. How embarrassing is that? 

I refuse to watch the second season because I do not support this. Real Tolkien fans should do the same as a sign of protest.",Positive
"All the YouTubers lambasting this show is more entertaining than the show itself.  So thank you for indirectly creating good entertainment by producing this billion dollar flop. Next time hire actors, writers, showrunners, wardrobe designers, etc that are actual lovers of Tolkien`s works.",Positive
this is what u get when you hire based on agendas and not actual acting skill.,Neutral
Can't wait for Gandolf and the ring raiders.,Neutral
“This series is going to suck” - J.R. Tolkien,Neutral
"""with our hearts, even bigger than our feet."" Truly inspiring quote! I immediately donated to a charity for a big tax write off.",Positive
"If you liked Matrix: Resurrection, you will like that series!",Positive
"I just wanted to come here, now that the nightmare has ended, to say this was the most detestable piece of “art” I have ever had the misfortune of consuming.",Positive
All these bad comments make me want to watch at least the first episode! 🤣,Negative
i hope there is a season 2!,Neutral
"Well, I really liked it!",Positive
"*TO ALL TOLKIEN FANS reading this... DO NOT BOW!* Stay strong and don't let these ignorant, alienated and greedy people misrepresent Tolkien's legacy!",Positive
Love this❤️,Positive
This was one of the best film series I have ever seen. I had so much fun and enjoyment. Thanks! Make more!,Positive
"This has nothing to do with Tolkien, its pure fan fiction.",Positive
The music and the singing is really good no matter what you say,Positive
Waiting for next season.,Neutral
"I love, that they are bringing Palpatine back a third time. So brave despite all the backlash. What do you think Galadriels last name is? Boy, i sure hope she is a Kenobi.",Positive
A writers strike could greatly improve this series.,Positive
I want to see sauron and calabrimbor in this! It's looking good!,Positive
The thing is after watching this I still dont know what the plot is,Neutral
"Ladies and gentlemen and non-binary folks, we are not the target audience. I think this show is targeted to the people who like Tolkienized things but not the original stories and characters like us.
Thanks for coming to my Ted-talk",Positive
"This is a masterpiece 💯beware game of thrones,house of dragon....and the rest of the worst",Negative
"Finally, a fandom that has united against the butchering of it's universe. I'm proud of all of you.",Positive
"Can't wait for Megatron riding Godzilla saying ""you shall not pass "".",Neutral
Came back to watch this again now that the series is over. It's as bad as I remember....,Negative
"Welcome to the age of corporatism, where nothing is sacred, and everything is gilded plastic.",Positive
The choice of music in this trailer already shows that they don't care about the genre.,Neutral
Can't wait for season 2!!!,Neutral
"They really needed to showcase the Ride of the Galadrohirrim.  Watching 10,000 Galadriels mounted on their Galadriels, blowing on their clams before charging...chills.",Positive
"In Mandalorian, Book of Boba Fett and Obi-Wan Kenobi, there is original cast from Star Wars - it is a connection those tv series with original films.
In “LOTR Rings of Power” there are unknown actors - that series doesn’t have a cast from original LOTR and it doesn’t have a connection with original LOTR films.",Positive
"Please ignore the trolls, so far this show has been great














-ly dreadful, lmao",Positive
This show is a big meme 😂,Neutral
Great LOTR parody!  🤣,Positive
"Made it through 1.5 episodes, it's painful to watch. Visually it's great, it's where they spent all that money. Everything else is just awful and a chore to get through. It's mind boggling how awful it is.",Negative
"The moment Sauron said, ""Give me Game of Thrones"" and proceeded to drop a fat stack of cash for the rights to destroy middle earth was really riveting.",Negative
This is the biggest massacre ever done to a lore. Such a disgrace.,Neutral
"the series was surprisingly amazing! could have been better, but still the best fantasy series since GOT, and many times better than house of the dragon",Positive
the writing in the trailer was better then the shows writing aha,Positive
I love when company's do these parody videos.,Positive
Yall haters this show is amazing 10/10,Positive
"After Galadriel said ""Hasta la Vista, baby"" I couldn't stop my tears... Everything according to the book. J.R.Tolkien-Connor is one of the greatest authors and poets of all times",Positive
Jeff Bezos is absolutely furious at the con artists he foolishly hired to make this show. He has just become one of the biggest jokes in fantasy genre history.,Positive
This is amazing work. Forgive people for their feedback. This is typical of the human world.,Positive
I hope every episode is 4hrs like 2001 lord of the rings,Neutral
"Sigh, seriously, guys, it was ultimately NOT about the Americans' complicated view of ""diversity"" or lack thereof (lots of people outside the USA dislike the new show also), people on both sides are using this as some kind of weird deflection from the MAIN POINT -- the entire prequel seems like a failed fan fiction effort, not something in the highly complex and immersive universe of Tolkien and Jackson, quite honestly. Those two gave us a timeless and glorious masterpiece, but this new failure of a show has tainted and ruined the entire franchise...

Elrond and Galadriel's actors were at best average, and that is being VERY generous to both of them, and failed to seem very likable or engaging from the beginning to the end. The elves seemed so plastic, superficial and one-dimensional, lacking in both genuine gravitas and otherworldly mysticism and poise, and I was not impressed by Galadriel's failed Arctic mission or that weird half-naked giant crash-landing in front of two bickering female Hobbits. Is this what was supposed to grip millions of people from around the world? Besides, if nine elves were nearly killed by a single troll, what the heck was Galadriel planning to do to Sauron even if she did ""find"" him? And how did that Elven king grant them access to Valinor at whim, I thought only the Valar had that authority??  ***Almost NOTHING about this show was okay, guys.*** o_O",Negative
that's the real new game of thrones,Negative
"There will be a time, when a good show will be made, where Tolkien's banners will be raised, where we will all celebrate how good the show is, BUT it is not this day.",Positive
Pain to the eyes and heart from a big Tolkien fan! Please we should respect art and leave it to where it already stands without attempting to do a remake that will never reach level.,Neutral
Amazing job lads it takes talent to shit on something like that.,Positive
it looked so well at the beginning,Neutral
If only gandalf were here to draw Jeff bezos and every other foul being who allowed this show to transpire as poison is drawn from a wound. You did not kill the true Tolkien rings of power and you will not kill its noble fans. Be gone Amazon,Positive
"16.000.000 Views
70.000 likes
750.000 dislikes

doesnt really add up, does it now? 
Really activated my almonds.",Positive
"I´ve never read Tolkin myself, but i´m so proud of this community. So many others would bend their knee to a shiney new trailer that would at least mention some known names, but these people here stand their ground. It´s also amazing how funny some of the comments are. I think i start reading the books now.",Positive
"house of the dragon was amazing!
and… the rings of power was amzaing…",Positive
Amazon needs to fire the entire cast and writers..... hopefully they already have...😂,Neutral
Hamm bahut  khush hu ki y movie ane wali h,Neutral
"Ya know I just came back to say that I love me a lady in armor and with a sword like anyone else but that wasn't ever Galadriel's schtik. Ya know. Like, it seems like they just wrote an original character but were too scared to just have their female original elf character so they painted Galadriel over it.

Its like with the Halo show. Its Halo in name only.",Positive
When is the Season 2 coming out?,Neutral
"As a Game of Thrones fan, I feel for all of you LOTR fans",Negative
"I really do not understand why these series are so  disliked... Just for me - this movie is 9/10.  Briliant actors cast and play, nice effects, nice story... But like every time - the ppl like something when it is gone. When this series will canceled after the first season - the same ppl who voted now tumb down will scream - bring it back!",Positive
"""One does not simply walk into Mordor"" - Boromir",Neutral
PLZ BRING TO NETFLIX TOO,Neutral
MY respects to the VXF Artists,Neutral
"I think this serie no talks about real things did in 2nd age. Its a good idea to make a reboot of the serie, doing it much more ""tolkien said"" , but truly , not only  talk and talk and after doing whatever. Think of adittional lots of money you could earn, doing a canon reboot that would made crazy to the real fans. And this way you could shut up lots of mouths.I lnow the mpney is important, but money comes too from the people who knows a lot a about the lord of the rings, main consumers of this product. A ""canon reboot"" as it has said, would be the point. Imagine not only the new amount of money you'd earn, but the hapiness of “all life fans"",That, this way, would be waiting your next tolkien product on tv with more expectation.(and spending much more money, (if its this your main interest) from me, a canon reboot would be a reason for  viewing it one time and another. And as did peter jackson, you could sell books based only on the film, not on tolkien books(cause audience understand that a film has to cut some things snd change ONLY A LITTLE for demands of script.

So, if you cant catch peyer jackson at direction, perhaps  you could catch someone who knows really the books, and would do something acceptable.
All life Fans are happy, new fans captured, tolkien family happy, = you earn much money now and with the next film. 

CANON REBOOT NOW PLEASE",Positive
"The moment Terminator says ""il be back with the ring"" gave me the chills",Neutral
"Honestly, if your just a casual fan of hobbit/lord of the rings than this series is pretty good",Positive
That was painful. I really had to push myself through these series. Shame it could have been so much better.,Positive
"Love the ratio on this. Roughly 10 dislikes to every paid like, lolololol",Positive
"I see why The Tolkien Estate denied Amazon The Silmarillion now as good call lol. Probably un-filmable in the traditional since. As it's narrative alone would make that difficult. 

Covering vast distances of time and geography throughout the whole of Middle Earth. It would require a scholar to properly digest and only but the greatest of filmakers to consider. 

I would love to see the drama between Eru Illuvatar and the Valar during the making if the world. It would be amazing to see the rise of Morgoth & Sauron. Along with the First War Of The Ring. 

The story of Hurin would be timelss and intriguing. It would be like trying to film the Bible here lol.  The Showrunners are idiots as Rings of Power is not even Tolkien work. So why bother here even? :/",Positive
Nori is my favourite character,Neutral
"Frodo saying to Sam “I'll Make Him an Offer He Can't Refuse""' while looking at Gollum...Masterful writing! Tolkien is about to become famous!",Positive
"Two things to wonder about this era : 
1) People demand cheap, meaningless, fast, zero aesthetic, zero atmosphere art?
2) Industry CREATED people who demand cheap, meaningless, fast, aesthetically disgusting with zero atmosphere art?
Time will show if all we commenters who clearly feel embarrassed and insulted by this toxic garbage are just leftovers from an era far more beautiful.",Positive
I am loving this Film ... the Numenorean was still in the Map man,Positive
S1e6 he said prepare legions ... it's time... then why only 50 orc attack village? Defeated by village 😕 😪,Neutral
"Greetings from Russia! I looked at your ""masterpiece"" and almost lost my sight from horror)))",Neutral
Ended at 752k dislikes. Majestic,Neutral
"The moment Samwise Gamgee shouts ""pizza time!"" Absolutely breathtaking.",Positive
"How does the most expensive show ever get delivered in such an under budget, cg heavy fashion? If they were going to spend a whole season building up to the event people actually wanted to see, they could've had the decency to create likable characters and story lines. Underwhelming, start to finish.",Positive
I’m already on episode 3. So will this have a tie-in to the flashbacks in the Shadow of Mordor video games?,Neutral
Only he know how to capture this movie right,Positive
"it was unbelievable when Sauron, hanging upside down by a web, kisses Galadriel in the RAIN! wow. so hot",Negative
"This is absolutely not , it can’t be watched , no I can’t believe this is happened, speechless in a bad way",Negative
"It was so stunning and brave when Galadriel, instead of just getting a boat ride back from Valinor, decided to just jump off the boat in the middle of the ocean to swim miles upon miles back to Middle Earth.
""What is the difference between a rock & a boat?"" is truly inspiring dialogue, almost as intriguing as cribbing ""Knife Ears"" from Dragon Age: Origins.
Also, bold choice to rob the elves of their ethereal grace and make them just humans with pointy ears.",Positive
just treat yourselves with an illustrated version of the Silmarillion book...,Neutral
Who the hell thought it would be a good idea to put robotic distortion on the vocals in the BGM of a  trailer for a fantasy show?,Positive
Its Karenadriel Time !,Neutral
Re-watching this and maybe that Gollum game was a little harshly judged...,Negative
I'm terribly sorry for the fan of THE LORD OF THE RINGS. We are not going to forgive you for this.,Negative
This looks like it will be one of the TV series ever made.,Neutral
"i swear man, i swear Bazos checks the comments, i swear hes laughing at us, i know he enjoys it, he enjoys the amount of disgust that he has caused, why does it matter? when ur richer than god...",Neutral
"I watched this to see if this was truly as bad as everyone says it is
The first half was okay-ish...but at ""There is a tempest in me"" I lost it, what're you doing, trying to write modern shakespeare while not knowing what shakespeare is like?",Negative
"68K vs 733K dislikes, I'm new to LOTR. Can anyone say what exactly this is about? 😂",Positive
"This looks freaking awesome! I just hope it stays true to its story and not ""the social and political agenda"" that movies/shows are trying to shove down our throats.",Positive
The horror .... the horror,Neutral
I got the chills when Elrond screamed ”I am McLovin”,Neutral
ROP is in the uncanny valley of the Tolkein Legendarium - it tries hard to look and sound like Tolkein but you can tell something is nauseatingly off.,Positive
"I'd rather just read the books. You know, the ones that guy named Tolkien wrote.",Neutral
"Update: 68K likes vs 730K dislikes as of March 23, 2023.",Neutral
"Haters gonna hate. Watching it and loving it. 
From a fan of original movies.",Positive
"Rest in dirt, Rings of Power",Neutral
I really look foward to all of these trailers. Reading the comments is just hilarious! Thanks to all writers!,Positive
The choice of music in the trailer is already giving me an idea as to what direction they're taking this series... Think I'll pass,Neutral
Awesome .. great masterpiece...,Positive
Why is Galadriel always looking so pissed off...,Neutral
"I was gutted when I heard Amazon canned their work on adapting of Iain M. Bank's - Consider Phlebas. Having seen this I'm now very, very relieved.",Positive
if only we could see the dislike bar LOL,Positive
"This will make people appreciate  Peter Jackson's LOTR even more, if that's even possible.",Positive
"This doesn't even look like it is Lord of the Rings. If no one would have told us, we would never guess this is part of the same universe.",Neutral
"AN AWESOME MOVIE, CHARACTERS ARE VERY NICE, VERY WELL BUILD, THE STORY IS VERY BEAUTIFUL",Positive
Put it out you fools! Put it out!-Frodo Baggins (Elijah Wood),Neutral
wow it's almost hard to tell the difference between tv series and movies now,Negative
"Nothing screams Tolkien like black Elf with buzzcut 
lmao they truly butchered it in the name of political agenda",Positive
"I literally got chills when Elrond Hubbard came out of the closet and declared Tom Cruise as the new sith lord of the rings. This was when I knew this franchise is going places, Tolkeine would be proud",Positive
"Every time they presented the sigil of sauron, I could almost hear Dora asking if i can see it. Oops, my apologies dora, u are a much better explorer than galadriel with way larger range of facial expressions.",Positive
The ratio is making me regain hope in humakind,Neutral
"Most expensive TV show in history, yet they somehow couldn't afford to hire decent writers.",Positive
"I know from experience that i have very low standards when it comes to entertainment. I consider that as a positive thing often.
I think this trailer was good. Good as a standalone <insert medieval series name here>.
However, it has NONE of the LOTR feeling. Even in the trailers, you got that feeling from the LOTR movies.",Positive
If anyone is wondering how many dislikes this got right now than its 734 k 😅😂,Positive
"Say what you will, but I think Tom ""Big Mac"" Bombadil, the mayor of the Silmarillion, absolutely stole the show.
  Her speech was both brave and empowering. What a way to start an epic adventure.",Positive
Love this show🎉,Positive
I think the show is good. And I think it will only get better with time. Its only been 3 episodes. So lets wait and judge untill season 1 is done.,Positive
"Today I had completed watching the lord of rings trilogy. I still had'nt started watching this series because I had'nt completed watching Hobbit series since I am following chronological order. 
Could anyone suggest me to watch this franchise is this manner ???",Neutral
Token just rolling in his grave,Neutral
Holy shit 732k dislikes.,Negative
"I hope I wasn't the only one to tear up when Gandalf said ""IT'S DALFING TIME!""",Neutral
"I belong to the minority that watched the whole season. I cannot say that I loved it, few moments in the episodes were good maybe because of my nostalgy to the original movies and my thirst to see something new. However after the official Amazon comments attacking the fanbase I am no longer interested to watch any more of this. When you blame and putting down the people who pays you then I am sorry but I will be spending elsewhere my money and time.",Positive
"""it is for us to decide what to do with the moments given to us"". right gandalf. and ive just decided to not watch rings of power ;)",Positive
"I actually liked it, and no i didn't read the books, and this shouldn't corrupt your sense of judge",Positive
"I don’t get it, why is everyone hating? The scenery looks amazing",Positive
